,price,year,dong,area,region_code,per_price
436,"8,700",2012,연동,28.9,50110,301.038062283737
437,"9,200",2012,연동,28.9,50110,318.33910034602076
438,"9,300",2012,연동,28.9,50110,321.7993079584775
439,"8,000",2012,연동,32.04,50110,249.68789013732834
440,"23,600",2012,연동,84.85,50110,278.1378903948144
441,"7,200",2012,연동,29.31,50110,245.64994882292734
442,"9,000",2012,연동,28.62,50110,314.4654088050314
443,"9,000",2012,연동,28.9,50110,311.4186851211073
444,"9,900",2012,연동,28.9,50110,342.56055363321803
445,"3,000",2012,한림읍 한림리,59.46,50110,50.45408678102926
446,"6,850",2012,한림읍 한림리,77.49,50110,88.39850303264939
447,"5,300",2012,한림읍 협재리,84.09,50110,63.02770840765846
448,"18,990",2012,애월읍 하귀1리,84.72,50110,224.1501416430595
449,"18,990",2012,애월읍 하귀1리,84.85,50110,223.80671773718328
450,"23,000",2012,애월읍 하귀1리,84.82,50110,271.1624616835652
451,"18,990",2012,애월읍 하귀1리,84.72,50110,224.1501416430595
452,"18,990",2012,애월읍 하귀1리,84.84,50110,223.83309759547382
453,"18,990",2012,애월읍 하귀1리,84.84,50110,223.83309759547382
454,"18,990",2012,애월읍 하귀1리,84.82,50110,223.88587597264797
455,"18,990",2012,애월읍 하귀1리,84.85,50110,223.80671773718328
456,"18,990",2012,애월읍 하귀1리,84.72,50110,224.1501416430595
457,"18,990",2012,애월읍 하귀1리,84.97,50110,223.49064375662
458,"18,040",2012,애월읍 하귀1리,84.84,50110,212.63554926921262
459,"18,040",2012,애월읍 하귀1리,84.67,50110,213.06247785520256
460,"18,990",2012,애월읍 하귀1리,84.67,50110,224.282508562655
461,"18,990",2012,애월읍 하귀1리,84.72,50110,224.1501416430595
462,"18,990",2012,애월읍 하귀1리,84.97,50110,223.49064375662
463,"18,990",2012,애월읍 하귀1리,84.84,50110,223.83309759547382
464,"18,040",2012,애월읍 하귀1리,84.84,50110,212.63554926921262
465,"18,990",2012,애월읍 하귀1리,84.72,50110,224.1501416430595
466,"18,420",2012,애월읍 하귀1리,84.72,50110,217.42209631728045
